"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","MSPB-1 Achievement Threshold","MSPB-1 Benchmark","MSPB-1 Baseline Rate","MSPB-1 Performance Rate","MSPB-1 Achievement Points","MSPB-1 Improvement Points","MSPB-1 Measure Score"
"2021","040007",CHI-ST VINCENT INFIRMARY,TWO ST VINCENT CIRCLE,LITTLE ROCK,AR,"72205",Pulaski,"0.987266","0.852083","1.017127","0.993751","0 out of 10","1 out of 9","1 out of 10"
"2021","040010",MERCY HOSPITAL NORTHWEST ARKANSAS,"2710 SOUTH RIFE MEDICAL LANE",ROGERS,AR,"72758",Benton,"0.987266","0.852083","0.960476","0.958406","2 out of 10","0 out of 9","2 out of 10"
"2021","040011",CHAMBERS MEMORIAL HOSPITAL,"719 DETROIT STREET",DANVILLE,AR,"72833",Yell,"0.987266","0.852083","0.848465","0.850208","10 out of 10","0 out of 9","10 out of 10"
"2021","040014",WHITE COUNTY MEDICAL CENTER,"3214 EAST RACE AVENUE",SEARCY,AR,"72143",White,"0.987266","0.852083","1.001403","1.004030","0 out of 10","0 out of 9","0 out of 10"
"2021","040015",MENA REGIONAL HEALTH SYSTEM,"311 NORTH MORROW STREET",MENA,AR,"71953",Polk,"0.987266","0.852083","1.130963","1.131999","0 out of 10","0 out of 9","0 out of 10"
"2021","040016",UAMS MEDICAL CENTER,"4301 WEST MARKHAM STREET MAIL SLOT 612",LITTLE ROCK,AR,"72205",Pulaski,"0.987266","0.852083","1.019208","1.005373","0 out of 10","0 out of 9","0 out of 10"
"2021","040017",NORTH ARKANSAS REGIONAL MEDICAL CENTER,"620 NORTH MAIN STREET",HARRISON,AR,"72601",Boone,"0.987266","0.852083","0.936250","0.964453","2 out of 10","0 out of 9","2 out of 10"
"2021","040019",FORREST CITY MEDICAL CENTER,"1601 NEWCASTLE ROAD",FORREST CITY,AR,"72335",Saint Francis,"0.987266","0.852083","0.955346","0.900034","6 out of 10","5 out of 9","6 out of 10"
"2021","040020",ST BERNARDS MEDICAL CENTER,"225 E JACKSON",JONESBORO,AR,"72401",Craighead,"0.987266","0.852083","1.046523","1.060768","0 out of 10","0 out of 9","0 out of 10"
"2021","040022",NORTHWEST MEDICAL CENTER-SPRINGDALE,"609 WEST MAPLE AVENUE",SPRINGDALE,AR,"72764",Washington,"0.987266","0.852083","1.000853","1.011801","0 out of 10","0 out of 9","0 out of 10"
"2021","040026",CHI ST. VINCENT HOSPITAL HOT SPRINGS,"300 WERNER STREET",HOT SPRINGS,AR,"71903",Garland,"0.987266","0.852083","0.991172","1.053765","0 out of 10","0 out of 9","0 out of 10"
"2021","040027",BAXTER REGIONAL MEDICAL CENTER,"624 HOSPITAL DRIVE",MOUNTAIN HOME,AR,"72653",Baxter,"0.987266","0.852083","0.956213","0.968185","2 out of 10","0 out of 9","2 out of 10"
"2021","040029",CONWAY REGIONAL HEALTH SYSTEM,"2302 COLLEGE AVENUE",CONWAY,AR,"72034",Faulkner,"0.987266","0.852083","1.003778","1.032055","0 out of 10","0 out of 9","0 out of 10"
"2021","040036",BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,"3333 SPRINGHILL DRIVE",NORTH LITTLE ROCK,AR,"72117",Pulaski,"0.987266","0.852083","1.031326","0.986912","1 out of 10","2 out of 9","2 out of 10"
"2021","040039",ARKANSAS METHODIST MEDICAL CENTER,"900 WEST KINGSHIGHWAY",PARAGOULD,AR,"72450",Greene,"0.987266","0.852083","1.053159","1.079552","0 out of 10","0 out of 9","0 out of 10"
"2021","040041",ST MARYS REGIONAL MEDICAL CENTER,"1808 WEST MAIN STREET",RUSSELLVILLE,AR,"72801",Pope,"0.987266","0.852083","0.968308","0.998021","0 out of 10","0 out of 9","0 out of 10"
"2021","040050",OUACHITA COUNTY MEDICAL CENTER,"638 CALIFORNIA AVENUE",CAMDEN,AR,"71701",Ouachita,"0.987266","0.852083","1.028696","0.957603","2 out of 10","4 out of 9","4 out of 10"
"2021","040051",DREW MEMORIAL HOSPITAL,"778 SCOGIN DRIVE",MONTICELLO,AR,"71655",Drew,"0.987266","0.852083","0.939756","0.879339","8 out of 10","6 out of 9","8 out of 10"
"2021","040055",BAPTIST HEALTH - FORT SMITH,"1001 TOWSON AVENUE",FORT SMITH,AR,"72901",Sebastian,"0.987266","0.852083","1.058917","1.039159","0 out of 10","0 out of 9","0 out of 10"
"2021","040062",MERCY HOSPITAL FORT SMITH,"7301 ROGERS AVE",FORT SMITH,AR,"72903",Sebastian,"0.987266","0.852083","1.006754","1.033857","0 out of 10","0 out of 9","0 out of 10"
"2021","040067",MAGNOLIA HOSPITAL,"101 HOSPITAL DRIVE",MAGNOLIA,AR,"71754",Columbia,"0.987266","0.852083","1.005106","1.046866","0 out of 10","0 out of 9","0 out of 10"
"2021","040069",GREAT RIVER MEDICAL CENTER,"1520 N DIVISION STREET",BLYTHEVILLE,AR,"72315",Mississippi,"0.987266","0.852083","0.896751","0.929858","4 out of 10","0 out of 9","4 out of 10"
"2021","040071",JEFFERSON REGIONAL MEDICAL CENTER,"1600 WEST 40TH AVENUE",PINE BLUFF,AR,"71603",Jefferson,"0.987266","0.852083","1.082503","1.080487","0 out of 10","0 out of 9","0 out of 10"
"2021","040072",BAPTIST HEALTH MEDICAL CENTER-STUTTGART,"1703 NORTH BUERKLE ST",STUTTGART,AR,"72160",Arkansas,"0.987266","0.852083","0.914260","0.906310","6 out of 10","1 out of 9","6 out of 10"
"2021","040076",BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,"1001 SCHNEIDER DRIVE",MALVERN,AR,"72104",Hot Spring,"0.987266","0.852083","0.914507","0.947005","3 out of 10","0 out of 9","3 out of 10"
"2021","040078",NATIONAL PARK MEDICAL CENTER,"1910 MALVERN AVENUE",HOT SPRINGS,AR,"71901",Garland,"0.987266","0.852083","1.056385","1.030806","0 out of 10","1 out of 9","1 out of 10"
"2021","040084",SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,BENTON,AR,"72015",Saline,"0.987266","0.852083","1.025646","1.007228","0 out of 10","1 out of 9","1 out of 10"
"2021","040085",HELENA REGIONAL MEDICAL CENTER,"1801 MARTIN LUTHER KING JR DRIVE",HELENA,AR,"72342",Phillips,"0.987266","0.852083","0.744963","0.862168","9 out of 10","0 out of 9","9 out of 10"
"2021","040088",MEDICAL CENTER OF SOUTH ARKANSAS,"700 WEST GROVE STREET",EL DORADO,AR,"71730",Union,"0.987266","0.852083","1.026117","1.047017","0 out of 10","0 out of 9","0 out of 10"
"2021","040114",BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,"9601 INTERSTATE",LITTLE ROCK,AR,"72205",Pulaski,"0.987266","0.852083","1.018882","1.013723","0 out of 10","0 out of 9","0 out of 10"
"2021","040118",NEA BAPTIST MEMORIAL HOSPITAL,"4800 EAST JOHNSON AVENUE",JONESBORO,AR,"72401",Craighead,"0.987266","0.852083","1.042774","1.016239","0 out of 10","1 out of 9","1 out of 10"
"2021","040119",WHITE RIVER MEDICAL CENTER,"1710 HARRISON STREET",BATESVILLE,AR,"72503",Independence,"0.987266","0.852083","0.964529","1.011723","0 out of 10","0 out of 9","0 out of 10"
"2021","040134","ARKANSAS HEART HOSPITAL, LLC","1701 S SHACKLEFORD ROAD",LITTLE ROCK,AR,"72211",Pulaski,"0.987266","0.852083","0.917606","0.951265","3 out of 10","0 out of 9","3 out of 10"
"2021","040137",ST VINCENT MEDICAL CENTER/NORTH,"2215 WILDWOOD AVENUE",SHERWOOD,AR,"72120",Pulaski,"0.987266","0.852083","1.077717","1.110891","0 out of 10","0 out of 9","0 out of 10"
"2021","040154",BAPTIST HEALTH MEDICAL CENTER-CONWAY,"1555 EXCHANGE AVENUE",CONWAY,AR,"72032",Faulkner,"0.987266","0.852083","0.941411","0.927584","4 out of 10","1 out of 9","4 out of 10"
"2021","050002",ST ROSE HOSPITAL,"27200 CALAROGA AVE",HAYWARD,CA,"94545",Alameda,"0.987266","0.852083","1.081210","1.101344","0 out of 10","0 out of 9","0 out of 10"
"2021","050006",ST JOSEPH HOSPITAL,"2700 DOLBEER ST",EUREKA,CA,"95501",Humboldt,"0.987266","0.852083","0.929611","0.941843","4 out of 10","0 out of 9","4 out of 10"
"2021","050007",MILLS-PENINSULA MEDICAL CENTER,"1501 TROUSDALE DRIVE",BURLINGAME,CA,"94010",San Mateo,"0.987266","0.852083","0.919102","0.955890","3 out of 10","0 out of 9","3 out of 10"
"2021","050008",CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,"601 DUBOCE AVENUE",SAN FRANCISCO,CA,"94117",San Francisco,"0.987266","0.852083","0.982612","0.963521","2 out of 10","1 out of 9","2 out of 10"
"2021","050009",QUEEN OF THE VALLEY MEDICAL CENTER,"1000 TRANCAS ST",NAPA,CA,"94558",Napa,"0.987266","0.852083","0.900182","0.919497","5 out of 10","0 out of 9","5 out of 10"
"2021","050013",ADVENTIST HEALTH ST HELENA,"10 WOODLAND ROAD",SAINT HELENA,CA,"94574",Napa,"0.987266","0.852083","0.930959","0.968404","2 out of 10","0 out of 9","2 out of 10"
"2021","050014",SUTTER AMADOR HOSPITAL,"200 MISSION BLVD",JACKSON,CA,"95642",Amador,"0.987266","0.852083","0.936582","0.914981","5 out of 10","2 out of 9","5 out of 10"
"2021","050017",MERCY GENERAL HOSPITAL,"4001 J ST",SACRAMENTO,CA,"95819",Sacramento,"0.987266","0.852083","0.943724","0.954851","3 out of 10","0 out of 9","3 out of 10"
"2021","050022",RIVERSIDE COMMUNITY HOSPITAL,"4445 MAGNOLIA AVENUE",RIVERSIDE,CA,"92501",Riverside,"0.987266","0.852083","1.032200","1.065151","0 out of 10","0 out of 9","0 out of 10"
"2021","050024",PARADISE VALLEY HOSPITAL,"2400 EAST 4TH ST",NATIONAL CITY,CA,"91950",San Diego,"0.987266","0.852083","1.118479","1.038927","0 out of 10","2 out of 9","2 out of 10"
"2021","050025",UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,"200 WEST ARBOR DRIVE",SAN DIEGO,CA,"92103",San Diego,"0.987266","0.852083","1.001184","1.020057","0 out of 10","0 out of 9","0 out of 10"
"2021","050026",GROSSMONT HOSPITAL,"5555 GROSSMONT CENTER DRIVE BOX 58",LA MESA,CA,"91942",San Diego,"0.987266","0.852083","1.018968","1.017272","0 out of 10","0 out of 9","0 out of 10"
"2021","050028",MAD RIVER COMMUNITY HOSPITAL,"3800 JANES RD",ARCATA,CA,"95521",Humboldt,"0.987266","0.852083","0.925377","0.953982","3 out of 10","0 out of 9","3 out of 10"
"2021","050030",OROVILLE HOSPITAL,"2767 OLIVE HIGHWAY",OROVILLE,CA,"95966",Butte,"0.987266","0.852083","0.814523","0.828426","10 out of 10","0 out of 9","10 out of 10"
"2021","050036",BAKERSFIELD MEMORIAL HOSPITAL,"420 34TH ST",BAKERSFIELD,CA,"93301",Kern,"0.987266","0.852083","0.996255","0.994251","0 out of 10","0 out of 9","0 out of 10"
"2021","050038",SANTA CLARA VALLEY MEDICAL CENTER,"751 SOUTH BASCOM AVENUE",SAN JOSE,CA,"95128",Santa Clara,"0.987266","0.852083","0.966858","1.019345","0 out of 10","0 out of 9","0 out of 10"
"2021","050039",ENLOE MEDICAL CENTER,"1531 ESPLANADE",CHICO,CA,"95926",Butte,"0.987266","0.852083","0.956738","0.948220","3 out of 10","0 out of 9","3 out of 10"
"2021","050040",LAC/OLIVE VIEW-UCLA MEDICAL CENTER,"14445 OLIVE VIEW DRIVE",SYLMAR,CA,"91342",Los Angeles,"0.987266","0.852083","0.805990","0.831885","10 out of 10","0 out of 9","10 out of 10"
"2021","050042",ST ELIZABETH COMMUNITY HOSPITAL,"2550 SISTER MARY COLUMBA DRIVE",RED BLUFF,CA,"96080",Tehama,"0.987266","0.852083","0.914355","0.918965","5 out of 10","0 out of 9","5 out of 10"
"2021","050043",ALTA BATES SUMMIT MEDICAL CENTER,"350 HAWTHORNE AVENUE",OAKLAND,CA,"94609",Alameda,"0.987266","0.852083","0.992135","1.012586","0 out of 10","0 out of 9","0 out of 10"
"2021","050045",EL CENTRO REGIONAL MEDICAL CENTER,"1415 ROSS AVENUE",EL CENTRO,CA,"92243",Imperial,"0.987266","0.852083","0.922896","0.903985","6 out of 10","2 out of 9","6 out of 10"
"2021","050047",CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,"1101 VAN NESS AVENUE",SAN FRANCISCO,CA,"94109",San Francisco,"0.987266","0.852083","0.934551","0.942519","3 out of 10","0 out of 9","3 out of 10"
"2021","050054",SAN GORGONIO MEMORIAL HOSPITAL,"600 NORTH HIGHLAND SPRINGS AVENUE",BANNING,CA,"92220",Riverside,"0.987266","0.852083","1.083707","1.081527","0 out of 10","0 out of 9","0 out of 10"
"2021","050055",CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,"3555 CESAR CHAVEZ STREET",SAN FRANCISCO,CA,"94110",San Francisco,"0.987266","0.852083","0.913592","0.936485","4 out of 10","0 out of 9","4 out of 10"
"2021","050056",ANTELOPE VALLEY HOSPITAL,"1600 W AVE J",LANCASTER,CA,"93534",Los Angeles,"0.987266","0.852083","1.001582","1.024080","0 out of 10","0 out of 9","0 out of 10"
"2021","050057",KAWEAH DELTA MEDICAL CENTER,"400 W MINERAL KING AVE",VISALIA,CA,"93291",Tulare,"0.987266","0.852083","0.951225","0.969905","2 out of 10","0 out of 9","2 out of 10"
"2021","050058",GLENDALE MEM HOSPITAL & HLTH CENTER,"1420 S CENTRAL AVE",GLENDALE,CA,"91204",Los Angeles,"0.987266","0.852083","1.062504","1.104509","0 out of 10","0 out of 9","0 out of 10"
"2021","050060",COMMUNITY REGIONAL MEDICAL CENTER,"2823 FRESNO STREET",FRESNO,CA,"93721",Fresno,"0.987266","0.852083","1.000767","1.006049","0 out of 10","0 out of 9","0 out of 10"
"2021","050063",HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,"1300 N VERMONT AVE",LOS ANGELES,CA,"90027",Los Angeles,"0.987266","0.852083","1.126726","1.098110","0 out of 10","1 out of 9","1 out of 10"
"2021","050069",ST JOSEPH HOSPITAL,"1100 WEST STEWART DR",ORANGE,CA,"92868",Orange,"0.987266","0.852083","0.990928","1.007556","0 out of 10","0 out of 9","0 out of 10"
"2021","050070",KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,"1200 EL CAMINO REAL",SOUTH SAN FRANCISCO,CA,"94080",San Mateo,"0.987266","0.852083","0.852553","0.843878","10 out of 10","9 out of 9","10 out of 10"
"2021","050071",KAISER FOUNDATION HOSPITAL-SANTA CLARA,"700 LAWRENCE EXPRESSWAY",SANTA CLARA,CA,"95051",Santa Clara,"0.987266","0.852083","0.828257","0.917271","5 out of 10","0 out of 9","5 out of 10"
"2021","050072",KAISER FOUNDATION HOSPITAL - WALNUT CREEK,"1425 S MAIN STREET",WALNUT CREEK,CA,"94596",Contra Costa,"0.987266","0.852083","0.840500","0.907131","6 out of 10","0 out of 9","6 out of 10"
"2021","050073",KAISER FOUNDATION HOSPITAL AND REHAB CENTER,"975 SERENO DR",VALLEJO,CA,"94589",Solano,"0.987266","0.852083","0.823449","0.839749","10 out of 10","0 out of 9","10 out of 10"
"2021","050075",KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,"275 WEST MACARTHUR BOULEVARD",OAKLAND,CA,"94611",Alameda,"0.987266","0.852083","0.829789","0.951573","3 out of 10","0 out of 9","3 out of 10"
"2021","050076",KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,"2425 GEARY BLVD",SAN FRANCISCO,CA,"94115",San Francisco,"0.987266","0.852083","0.856114","0.786066","10 out of 10","9 out of 9","10 out of 10"
"2021","050077",SCRIPPS MERCY HOSPITAL,"4077 5TH AVE",SAN DIEGO,CA,"92103",San Diego,"0.987266","0.852083","1.035048","1.021971","0 out of 10","0 out of 9","0 out of 10"
"2021","050078",PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,"1300 W 7TH ST",SAN PEDRO,CA,"90732",Los Angeles,"0.987266","0.852083","0.999022","0.989215","0 out of 10","0 out of 9","0 out of 10"
"2021","050082",ST JOHNS REGIONAL MEDICAL CENTER,"1600 N ROSE AVE",OXNARD,CA,"93030",Ventura,"0.987266","0.852083","0.978096","0.975660","1 out of 10","0 out of 9","1 out of 10"
"2021","050084",ST JOSEPH'S MEDICAL CENTER OF STOCKTON,"1800 N CALIFORNIA ST",STOCKTON,CA,"95204",San Joaquin,"0.987266","0.852083","0.983775","0.973148","1 out of 10","0 out of 9","1 out of 10"
"2021","050089",COMMUNITY HOSPITAL OF SAN BERNARDINO,"1805 MEDICAL CENTER DRIVE",SAN BERNARDINO,CA,"92411",San Bernardino,"0.987266","0.852083","1.018033","1.096271","0 out of 10","0 out of 9","0 out of 10"
"2021","050090",SONOMA VALLEY HOSPITAL,"347 ANDRIEUX ST",SONOMA,CA,"95476",Sonoma,"0.987266","0.852083","0.945453","0.924432","5 out of 10","2 out of 9","5 out of 10"
"2021","050091",COMMUNITY HOSPITAL OF HUNTINGTON PARK,"2623 E SLAUSON AVE",HUNTINGTON PARK,CA,"90255",Los Angeles,"0.987266","0.852083","1.033269","1.080875","0 out of 10","0 out of 9","0 out of 10"
"2021","050093",SAINT AGNES MEDICAL CENTER,"1303 E HERNDON AVE",FRESNO,CA,"93710",Fresno,"0.987266","0.852083","0.985910","0.949431","3 out of 10","2 out of 9","3 out of 10"
"2021","050099",SAN ANTONIO REGIONAL HOSPITAL,"999 SAN BERNARDINO ROAD",UPLAND,CA,"91786",San Bernardino,"0.987266","0.852083","1.041831","1.054015","0 out of 10","0 out of 9","0 out of 10"
"2021","050100",SHARP MEMORIAL HOSPITAL,"7901 FROST ST",SAN DIEGO,CA,"92123",San Diego,"0.987266","0.852083","0.971245","0.984151","1 out of 10","0 out of 9","1 out of 10"
"2021","050101",SUTTER SOLANO MEDICAL CENTER,"300 HOSPITAL DR",VALLEJO,CA,"94589",Solano,"0.987266","0.852083","1.014954","1.009364","0 out of 10","0 out of 9","0 out of 10"
"2021","050102","DOCTORS HOSPITAL OF RIVERSIDE, LLC","3865 JACKSON STREET",RIVERSIDE,CA,"92503",Riverside,"0.987266","0.852083","1.157514","1.213950","0 out of 10","0 out of 9","0 out of 10"
"2021","050103",WHITE MEMORIAL MEDICAL CENTER,"1720 E CESAR AVENUE",LOS ANGELES,CA,"90033",Los Angeles,"0.987266","0.852083","1.008348","1.068018","0 out of 10","0 out of 9","0 out of 10"
"2021","050104",SAINT FRANCIS MEDICAL CENTER,"3630 EAST IMPERIAL HIGHWAY",LYNWOOD,CA,"90262",Los Angeles,"0.987266","0.852083","1.075795","1.071637","0 out of 10","0 out of 9","0 out of 10"
"2021","050107",MARIAN REGIONAL MEDICAL CENTER,"1400 E CHURCH ST",SANTA MARIA,CA,"93454",Santa Barbara,"0.987266","0.852083","0.921561","0.919149","5 out of 10","0 out of 9","5 out of 10"
"2021","050108","SUTTER MEDICAL CENTER, SACRAMENTO","2825 CAPITOL AVENUE",SACRAMENTO,CA,"95816",Sacramento,"0.987266","0.852083","0.963433","0.973600","1 out of 10","0 out of 9","1 out of 10"
"2021","050110",LOMPOC VALLEY MEDICAL CENTER,"1515 E OCEAN AVENUE",LOMPOC,CA,"93436",Santa Barbara,"0.987266","0.852083","0.973638","1.004285","0 out of 10","0 out of 9","0 out of 10"
"2021","050112",SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,"1250 16TH STREET",SANTA MONICA,CA,"90404",Los Angeles,"0.987266","0.852083","1.026480","1.055164","0 out of 10","0 out of 9","0 out of 10"
"2021","050113",SAN MATEO MEDICAL CENTER,"222 W 39TH AVE",SAN MATEO,CA,"94403",San Mateo,"0.987266","0.852083","0.923629","0.976964","1 out of 10","0 out of 9","1 out of 10"
"2021","050115",PALOMAR HEALTH DOWNTOWN CAMPUS,"555 EAST VALLEY PARKWAY",ESCONDIDO,CA,"92025",San Diego,"0.987266","0.852083","0.997845","1.017490","0 out of 10","0 out of 9","0 out of 10"
"2021","050116",NORTHRIDGE HOSPITAL MEDICAL CENTER,"18300 ROSCOE BLVD",NORTHRIDGE,CA,"91325",Los Angeles,"0.987266","0.852083","1.023482","1.092894","0 out of 10","0 out of 9","0 out of 10"
"2021","050118",DOCTORS HOSPITAL OF MANTECA,"1205 E NORTH STREET",MANTECA,CA,"95336",San Joaquin,"0.987266","0.852083","0.939508","0.957993","2 out of 10","0 out of 9","2 out of 10"
"2021","050121",ADVENTIST HEALTH HANFORD,"115 MALL DRIVE",HANFORD,CA,"93230",Kings,"0.987266","0.852083","0.960638","0.955747","3 out of 10","0 out of 9","3 out of 10"
"2021","050122",DAMERON HOSPITAL,"525 WEST ACACIA STREET",STOCKTON,CA,"95203",San Joaquin,"0.987266","0.852083","1.014719","1.018542","0 out of 10","0 out of 9","0 out of 10"
"2021","050124",USC VERDUGO HILLS HOSPITAL,"1812 VERDUGO BLVD",GLENDALE,CA,"91209",Los Angeles,"0.987266","0.852083","1.107590","1.084086","0 out of 10","0 out of 9","0 out of 10"
"2021","050125",REGIONAL MEDICAL CENTER OF SAN JOSE,"225 N JACKSON AVENUE",SAN JOSE,CA,"95116",Santa Clara,"0.987266","0.852083","0.961698","0.968977","2 out of 10","0 out of 9","2 out of 10"
"2021","050126",VALLEY PRESBYTERIAN HOSPITAL,"15107 VANOWEN ST",VAN NUYS,CA,"91406",Los Angeles,"0.987266","0.852083","1.113735","1.112751","0 out of 10","0 out of 9","0 out of 10"
"2021","050127",WOODLAND MEMORIAL HOSPITAL,"1325 COTTONWOOD STREET",WOODLAND,CA,"95695",Yolo,"0.987266","0.852083","0.904347","0.902267","6 out of 10","0 out of 9","6 out of 10"
"2021","050128",TRI-CITY MEDICAL CENTER,"4002 VISTA WAY",OCEANSIDE,CA,"92056",San Diego,"0.987266","0.852083","1.019407","0.997091","0 out of 10","1 out of 9","1 out of 10"
"2021","050129",ST BERNARDINE MEDICAL CENTER,"2101 N WATERMAN AVE",SAN BERNARDINO,CA,"92404",San Bernardino,"0.987266","0.852083","1.020658","1.032933","0 out of 10","0 out of 9","0 out of 10"
"2021","050131",NOVATO COMMUNITY HOSPITAL,"180 ROWLAND WAY",NOVATO,CA,"94945",Marin,"0.987266","0.852083","0.912163","0.895418","7 out of 10","2 out of 9","7 out of 10"
"2021","050132",SAN GABRIEL VALLEY MEDICAL CENTER,"438 W LAS TUNAS DRIVE",SAN GABRIEL,CA,"91776",Los Angeles,"0.987266","0.852083","1.169865","1.265463","0 out of 10","0 out of 9","0 out of 10"
"2021","050133",ADVENTIST HEALTH AND RIDEOUT,"726 4TH ST",MARYSVILLE,CA,"95901",Yuba,"0.987266","0.852083","0.937535","0.973503","1 out of 10","0 out of 9","1 out of 10"
"2021","050135",SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,"6245 DE LONGPRE AVE",HOLLYWOOD,CA,"90028",Los Angeles,"0.987266","0.852083","1.240316","1.304259","0 out of 10","0 out of 9","0 out of 10"
"2021","050136",PETALUMA VALLEY HOSPITAL,"400 N MCDOWELL BLVD",PETALUMA,CA,"94954",Sonoma,"0.987266","0.852083","0.969558","0.959174","2 out of 10","0 out of 9","2 out of 10"
"2021","050137",KAISER FOUNDATION HOSPITAL - PANORAMA CITY,"13652 CANTARA ST",PANORAMA CITY,CA,"91402",Los Angeles,"0.987266","0.852083","0.832424","0.997212","0 out of 10","0 out of 9","0 out of 10"
"2021","050138",KAISER FOUNDATION HOSPITAL - LOS ANGELES,"4867 SUNSET BLVD",LOS ANGELES,CA,"90027",Los Angeles,"0.987266","0.852083","0.782672","0.971853","2 out of 10","0 out of 9","2 out of 10"
"2021","050139",KAISER FOUNDATION HOSPITAL - DOWNEY,"9333 IMPERIAL HIGHWAY",DOWNEY,CA,"90242",Los Angeles,"0.987266","0.852083","0.874827","0.797420","10 out of 10","9 out of 9","10 out of 10"
"2021","050140",KAISER FOUNDATION HOSPITAL FONTANA,"9961 SIERRA AVE",FONTANA,CA,"92335",San Bernardino,"0.987266","0.852083","0.931112","0.932284","4 out of 10","0 out of 9","4 out of 10"
"2021","050145",COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,"23625 W R HOLMAN HIGHWAY",MONTEREY,CA,"93940",Monterey,"0.987266","0.852083","0.938039","0.917778","5 out of 10","2 out of 9","5 out of 10"
"2021","050149",CALIFORNIA HOSPITAL MEDICAL CENTER LA,"1401 SOUTH GRAND AVENUE",LOS ANGELES,CA,"90015",Los Angeles,"0.987266","0.852083","0.995557","0.948809","3 out of 10","3 out of 9","3 out of 10"
"2021","050150",SIERRA NEVADA MEMORIAL HOSPITAL,"155 GLASSON WAY",GRASS VALLEY,CA,"95945",Nevada,"0.987266","0.852083","0.887830","0.923975","5 out of 10","0 out of 9","5 out of 10"
"2021","050152",SAINT FRANCIS MEMORIAL HOSPITAL,"900 HYDE ST",SAN FRANCISCO,CA,"94109",San Francisco,"0.987266","0.852083","0.961035","1.009419","0 out of 10","0 out of 9","0 out of 10"
"2021","050158",ENCINO HOSPITAL MEDICAL CENTER,"16237 VENTURA BLVD",ENCINO,CA,"91436",Los Angeles,"0.987266","0.852083","1.111086","1.107182","0 out of 10","0 out of 9","0 out of 10"
"2021","050159",VENTURA COUNTY MEDICAL CENTER,"300 HILLMONT AVENUE",VENTURA,CA,"93003",Ventura,"0.987266","0.852083","0.949537","0.972770","1 out of 10","0 out of 9","1 out of 10"
"2021","050167",SAN JOAQUIN GENERAL HOSPITAL,"500 W HOSPITAL ROAD",FRENCH CAMP,CA,"95231",San Joaquin,"0.987266","0.852083","0.929931","1.021867","0 out of 10","0 out of 9","0 out of 10"
